male,female,total
90.693,87.391,178.084
78.325,75.469,153.794
78.085,75.645,153.73
77.508,75.478,152.986
65.832,63.953,129.785
58.282,56.841,115.123
45.34,44.52,89.86
35.045,34.122,69.167
23.326,23.304,46.63
27.514,26.644,54.158
24.538,23.624,48.162
20.416,19.895,40.311
15.086,15.098,30.184
9.77,10.19,19.96
8.479,9.453,17.932
4.92,6.062,10.982
2.271,3.176,5.447
0.656,1.039,1.695
0.14,0.261,0.401
0.015,0.033,0.048
0.001,0.002,0.003
