male,female,total
148.199,141.49,289.689
170.63,148.007,318.637
172.936,135.294,308.23
124.293,100.703,224.996
113.361,93.733,207.094
148.359,89.429,237.788
226.455,139.942,366.397
326.227,185.932,512.159
340.377,174.385,514.762
289.969,160.638,450.607
228.008,119.193,347.201
144.098,70.0,214.098
100.286,48.977,149.263
48.076,22.924,71.0
17.995,14.157,32.152
9.606,6.792,16.398
4.417,3.524,7.941
1.074,0.918,1.992
0.072,0.071,0.143
0.008,0.008,0.016
0.0,0.0,0.0
