male,female,total
16.064,15.69,31.754
15.492,15.165,30.657
14.697,14.409,29.106
12.631,12.372,25.003
9.45,9.227,18.677
7.563,7.385,14.948
7.102,6.981,14.083
6.343,6.205,12.548
5.514,5.538,11.052
3.766,3.862,7.628
3.625,3.736,7.361
2.541,2.878,5.419
2.046,2.286,4.332
1.239,1.511,2.75
0.808,0.936,1.744
0.423,0.597,1.02
0.268,0.456,0.724
0.08,0.177,0.257
0.02,0.067,0.087
0.003,0.007,0.01
0.0,0.001,0.001
