male,female,total
21.657,20.423,42.08
20.094,18.711,38.805
19.24,17.852,37.092
15.539,14.295,29.834
13.187,12.722,25.909
11.719,13.14,24.859
10.958,12.039,22.997
8.871,9.135,18.006
8.08,8.036,16.116
6.625,6.451,13.076
5.963,5.599,11.562
4.543,4.44,8.983
3.494,3.256,6.75
2.427,2.26,4.687
1.596,1.553,3.149
0.884,0.805,1.689
0.643,0.568,1.211
0.145,0.152,0.297
0.023,0.021,0.044
0.002,0.002,0.004
0.0,0.0,0.0
