male,female,total
188.529,174.034,362.563
160.585,141.047,301.632
151.0,134.856,285.856
137.802,129.001,266.803
188.896,185.45,374.346
227.407,265.876,493.283
227.369,308.973,536.342
231.608,354.215,585.823
225.688,339.874,565.562
233.295,330.273,563.568
245.206,323.676,568.882
295.025,343.999,639.024
292.2,296.89,589.09
223.73,236.061,459.791
168.06,176.067,344.127
89.258,91.699,180.957
81.401,96.422,177.823
47.987,71.633,119.62
19.833,40.026,59.859
4.226,14.25,18.476
0.561,3.0,3.561
