male,female,total
3.107,2.973,6.08
2.89,2.787,5.677
3.447,3.353,6.8
3.651,3.559,7.21
3.806,3.759,7.565
3.802,3.613,7.415
2.742,2.682,5.424
2.695,3.125,5.82
3.028,3.712,6.74
3.477,4.054,7.531
3.739,4.403,8.142
4.166,4.897,9.063
3.51,4.196,7.706
2.685,3.363,6.048
1.896,2.406,4.302
1.107,1.549,2.656
0.6,1.031,1.631
0.235,0.48,0.715
0.053,0.15,0.203
0.006,0.028,0.034
0.0,0.004,0.004
