male,female,total
1766.88,1705.602,3472.482
1566.931,1512.775,3079.706
1386.191,1336.467,2722.658
1175.924,1130.961,2306.885
974.97,944.924,1919.894
801.871,786.3,1588.171
662.313,658.052,1320.365
551.155,556.513,1107.668
438.595,454.452,893.047
334.124,359.962,694.086
259.751,293.828,553.579
191.387,232.524,423.911
136.094,180.748,316.842
89.966,132.069,222.035
58.59,89.431,148.021
32.84,53.376,86.216
13.145,22.988,36.133
3.43,6.443,9.873
0.517,1.062,1.579
0.039,0.087,0.126
0.0,0.001,0.001
