male,female,total
289.068,277.059,566.127
306.544,279.486,586.03
293.831,265.065,558.896
291.371,284.73,576.101
294.138,299.034,593.172
280.101,303.301,583.402
239.805,282.214,522.019
228.624,259.003,487.627
224.488,228.53,453.018
207.157,202.568,409.725
213.215,177.158,390.373
197.629,136.776,334.405
134.293,114.998,249.291
91.717,106.759,198.476
62.981,68.5,131.481
38.67,41.422,80.092
26.526,36.248,62.774
12.29,20.38,32.67
2.861,5.327,8.188
0.411,1.014,1.425
0.026,0.124,0.15
