male,female,total
351.305,338.569,689.874
313.838,304.116,617.954
272.378,265.016,537.394
238.275,231.886,470.161
210.838,205.289,416.127
188.33,183.445,371.775
169.259,165.042,334.301
144.363,141.115,285.478
118.009,116.606,234.615
93.549,94.468,188.017
73.309,76.349,149.658
56.457,61.035,117.492
41.923,47.128,89.051
28.47,33.552,62.022
17.482,24.204,41.686
10.182,15.318,25.5
4.894,7.861,12.755
1.719,2.897,4.616
0.36,0.682,1.042
0.039,0.094,0.133
0.002,0.007,0.009
