male,female,total
18.395,17.184,35.579
19.317,17.925,37.242
16.953,16.172,33.125
13.523,12.79,26.313
36.109,14.944,51.053
68.578,20.053,88.631
60.47,22.411,82.881
35.546,19.18,54.726
23.424,13.344,36.768
16.85,11.031,27.881
10.685,9.345,20.03
7.451,7.835,15.286
5.686,5.921,11.607
3.304,3.253,6.557
2.281,2.1,4.381
2.065,2.02,4.085
1.416,1.338,2.754
0.657,0.56,1.217
0.178,0.163,0.341
0.035,0.039,0.074
0.005,0.006,0.011
