male,female,total
10.481,9.958,20.439
11.493,11.138,22.631
11.981,11.232,23.213
10.888,10.607,21.495
11.349,10.89,22.239
13.158,12.401,25.559
11.85,11.456,23.306
12.041,11.524,23.565
10.982,10.834,21.816
10.715,10.435,21.15
10.271,10.455,20.726
10.512,10.873,21.385
10.18,10.231,20.411
8.604,8.521,17.125
7.024,6.917,13.941
4.494,4.98,9.474
2.809,3.34,6.149
1.743,2.529,4.272
0.675,1.16,1.835
0.144,0.324,0.468
0.011,0.04,0.051
