male,female,total
69.262,65.9,135.162
69.595,65.779,135.374
62.926,59.492,122.418
58.196,47.786,105.982
189.302,48.141,237.443
406.816,73.112,479.928
401.068,94.084,495.152
263.944,87.084,351.028
196.921,58.077,254.998
165.003,41.799,206.802
124.535,31.069,155.604
79.3,19.257,98.557
43.352,10.597,53.949
21.908,5.939,27.847
9.057,3.807,12.864
2.045,1.816,3.861
1.029,1.265,2.294
0.53,0.52,1.05
0.257,0.259,0.516
0.059,0.083,0.142
0.03,0.059,0.089
