male,female,total
100.908,98.745,199.653
87.182,84.828,172.01
73.357,70.989,144.346
61.175,59.776,120.951
80.369,57.823,138.192
92.164,56.029,148.193
91.086,52.577,143.663
65.91,39.408,105.318
41.844,26.858,68.702
27.092,19.568,46.66
20.434,16.753,37.187
12.965,12.065,25.03
9.911,9.757,19.668
7.464,7.747,15.211
4.384,4.74,9.124
2.593,3.004,5.597
1.118,1.418,2.536
0.37,0.453,0.823
0.051,0.064,0.115
0.003,0.003,0.006
0.0,0.0,0.0
