male,female,total
1055.31,1010.072,2065.382
1012.605,969.48,1982.085
983.641,942.38,1926.021
991.664,953.92,1945.584
913.169,889.326,1802.495
806.637,804.027,1610.664
666.771,687.365,1354.136
567.574,610.354,1177.928
447.097,509.307,956.404
338.571,407.018,745.589
260.433,323.473,583.906
207.966,261.945,469.911
174.242,217.91,392.152
146.55,180.15,326.7
98.6,122.83,221.43
72.04,89.037,161.077
48.522,60.319,108.841
25.378,33.559,58.937
8.627,12.874,21.501
1.567,2.793,4.36
0.145,0.319,0.464
