male,female,total
434.626,413.202,847.828
422.77,400.498,823.268
378.84,358.769,737.609
342.69,324.764,667.454
320.121,303.852,623.973
293.13,279.872,573.002
285.404,279.304,564.708
278.739,278.798,557.537
270.334,273.338,543.672
245.995,250.51,496.505
205.483,212.038,417.521
183.531,194.444,377.975
166.086,183.871,349.957
165.565,188.121,353.686
134.423,154.276,288.699
77.168,93.793,170.961
51.897,72.517,124.414
32.673,51.177,83.85
14.093,26.033,40.126
4.092,7.456,11.548
0.457,0.791,1.248
