male,female,total
335.511,321.431,656.942
338.768,321.436,660.204
328.582,308.558,637.14
311.896,291.125,603.021
300.937,283.773,584.71
294.425,286.865,581.29
273.325,275.734,549.059
246.411,259.982,506.393
199.14,222.055,421.195
157.274,184.568,341.842
123.835,150.066,273.901
105.123,128.296,233.419
89.687,109.643,199.33
65.436,83.986,149.422
36.235,47.176,83.411
28.777,38.314,67.091
17.719,25.087,42.806
8.286,13.669,21.955
2.736,5.921,8.657
0.641,1.711,2.352
0.105,0.309,0.414
