male,female,total
10.282,9.81,20.092
10.134,9.408,19.542
11.548,11.242,22.79
11.288,10.056,21.344
10.806,10.652,21.458
9.556,9.366,18.922
11.156,11.511,22.667
10.125,10.575,20.7
9.658,9.256,18.914
10.364,10.31,20.674
9.933,9.019,18.952
8.401,8.296,16.697
6.638,6.042,12.68
5.208,5.154,10.362
2.989,2.892,5.881
2.383,2.559,4.942
1.085,1.368,2.453
0.555,0.838,1.393
0.129,0.227,0.356
0.021,0.056,0.077
0.002,0.006,0.008
