male,female,total
86.564,79.714,166.278
87.732,79.822,167.554
86.957,75.224,162.181
106.218,93.379,199.597
117.374,110.982,228.356
129.317,115.006,244.323
122.633,101.291,223.924
90.658,76.191,166.849
75.896,76.614,152.51
80.264,90.245,170.509
88.504,95.681,184.185
98.654,103.252,201.906
91.164,95.295,186.459
69.837,73.946,143.783
52.442,55.69,108.132
41.429,45.107,86.536
25.727,28.149,53.876
10.503,12.885,23.388
2.584,4.043,6.627
0.242,0.534,0.776
0.015,0.036,0.051
