male,female,total
3.73,3.625,7.355
3.668,3.56,7.228
3.445,3.369,6.814
3.563,3.49,7.053
3.827,3.752,7.579
3.643,3.672,7.315
3.375,3.691,7.066
3.306,3.722,7.028
3.209,3.707,6.916
3.17,3.774,6.944
3.159,3.64,6.799
2.786,3.247,6.033
2.167,2.491,4.658
1.578,1.807,3.385
1.163,1.338,2.501
0.741,0.859,1.6
0.418,0.505,0.923
0.217,0.293,0.51
0.081,0.101,0.182
0.02,0.015,0.035
0.003,0.001,0.004
