male,female,total
28.54,27.93,56.47
28.336,27.788,56.124
25.137,24.695,49.832
24.463,24.074,48.537
25.515,24.65,50.165
28.181,26.639,54.82
29.736,26.426,56.162
28.642,23.911,52.553
24.753,20.966,45.719
19.788,17.287,37.075
15.861,13.357,29.218
12.711,10.022,22.733
9.714,7.918,17.632
5.971,4.771,10.742
2.726,2.368,5.094
1.242,1.276,2.518
0.658,0.659,1.317
0.228,0.253,0.481
0.052,0.069,0.121
0.006,0.01,0.016
0.0,0.001,0.001
