male,female,total
511.788,491.041,1002.829
508.235,488.284,996.519
498.257,478.988,977.245
488.573,470.057,958.63
477.213,462.35,939.563
458.494,456.26,914.754
409.657,415.916,825.573
372.387,366.422,738.809
331.702,336.561,668.263
298.598,307.628,606.226
264.099,277.336,541.435
229.801,243.099,472.9
188.646,199.918,388.564
141.088,152.487,293.575
96.39,107.76,204.15
63.588,73.762,137.35
42.55,52.296,94.846
23.065,29.842,52.907
9.85,13.464,23.314
3.282,4.771,8.053
0.943,1.456,2.399
