male,female,total
4.097,3.87,7.967
4.095,3.871,7.966
3.809,3.629,7.438
3.278,3.15,6.428
3.269,3.094,6.363
3.717,3.351,7.068
3.872,3.233,7.105
4.079,3.302,7.381
3.994,3.442,7.436
3.897,3.54,7.437
3.469,3.35,6.819
3.032,3.126,6.158
2.397,2.444,4.841
1.491,1.577,3.068
0.78,0.865,1.645
0.658,0.902,1.56
0.304,0.624,0.928
0.147,0.346,0.493
0.046,0.152,0.198
0.007,0.029,0.036
0.001,0.004,0.005
