male,female,total
3.904,3.802,7.706
4.113,4.128,8.241
4.223,4.132,8.355
4.693,4.38,9.073
4.743,4.547,9.29
4.16,4.052,8.212
4.027,3.913,7.94
3.803,3.968,7.771
3.782,3.741,7.523
3.612,3.349,6.961
3.485,3.297,6.782
3.518,3.29,6.808
2.757,2.532,5.289
1.954,1.933,3.887
1.345,1.376,2.721
0.902,0.88,1.782
0.669,0.771,1.44
0.418,0.482,0.9
0.095,0.132,0.227
0.013,0.021,0.034
0.002,0.003,0.005
