male,female,total
7.686,7.434,15.12
7.875,7.623,15.498
8.923,8.624,17.547
9.747,9.218,18.965
9.539,9.23,18.769
9.407,9.402,18.809
9.015,9.086,18.101
9.274,9.749,19.023
9.22,9.584,18.804
9.748,10.515,20.263
9.394,10.241,19.635
9.453,10.848,20.301
8.54,10.0,18.54
6.94,8.093,15.033
5.482,6.407,11.889
3.576,4.689,8.265
2.601,3.508,6.109
1.518,2.252,3.77
0.769,1.248,2.017
0.284,0.425,0.709
0.093,0.111,0.204
