male,female,total
5.485,5.341,10.826
5.563,5.423,10.986
5.646,5.506,11.152
6.622,6.561,13.183
7.919,7.951,15.87
8.486,8.46,16.946
7.001,7.291,14.292
6.846,7.309,14.155
6.309,6.577,12.886
6.019,6.612,12.631
6.003,6.354,12.357
5.323,5.695,11.018
3.993,4.424,8.417
3.024,3.114,6.138
2.317,2.563,4.88
1.642,1.835,3.477
1.194,1.211,2.405
0.607,0.633,1.24
0.299,0.281,0.58
0.099,0.058,0.157
0.025,0.008,0.033
