male,female,total
54.608,53.446,108.054
58.503,51.578,110.081
46.133,46.821,92.954
48.537,40.364,88.901
52.816,38.868,91.684
146.431,68.555,214.986
220.224,73.237,293.461
160.056,54.216,214.272
101.279,47.007,148.286
73.44,34.995,108.435
51.983,29.194,81.177
34.121,24.933,59.054
27.656,17.464,45.12
12.509,8.943,21.452
6.141,4.817,10.958
3.415,3.445,6.86
1.789,2.168,3.957
0.569,0.746,1.315
0.237,0.272,0.509
0.025,0.035,0.06
0.002,0.005,0.007
