male,female,total
206.791,202.715,409.506
178.154,174.65,352.804
151.107,148.713,299.82
128.733,128.304,257.037
113.152,115.031,228.183
98.92,102.076,200.996
78.498,81.887,160.385
58.773,63.973,122.746
46.492,51.229,97.721
36.521,39.825,76.346
30.637,34.893,65.53
23.955,26.426,50.381
17.091,16.945,34.036
12.364,12.881,25.245
9.274,9.733,19.007
5.34,5.661,11.001
2.132,2.404,4.536
0.533,0.665,1.198
0.069,0.105,0.174
0.004,0.008,0.012
0.0,0.0,0.0
