male,female,total
52.033,49.239,101.272
56.013,52.886,108.899
53.854,50.652,104.506
47.333,44.537,91.87
49.861,46.455,96.316
55.915,53.263,109.178
69.516,64.347,133.863
78.345,71.441,149.786
83.47,74.903,158.373
77.291,69.662,146.953
76.94,74.372,151.312
75.409,74.481,149.89
72.831,72.762,145.593
68.599,70.749,139.348
45.362,52.146,97.508
34.221,45.766,79.987
22.778,36.59,59.368
11.512,25.766,37.278
3.381,11.045,14.426
0.534,2.481,3.015
0.032,0.159,0.191
