male,female,total
158.372,150.224,308.596
152.596,144.837,297.433
173.333,163.712,337.045
172.736,166.167,338.903
191.772,182.174,373.946
205.131,196.885,402.016
180.83,174.186,355.016
159.302,157.972,317.274
180.646,180.32,360.966
187.736,189.505,377.241
213.909,207.826,421.735
193.555,194.836,388.391
170.579,175.124,345.703
149.766,159.061,308.827
171.655,179.646,351.301
109.011,125.826,234.837
64.083,83.099,147.182
30.3,47.837,78.137
11.51,24.683,36.193
2.322,7.813,10.135
0.217,1.109,1.326
